<lambda_01a7098693036236037e7cdb9bca3d73> | demangler | 1 bytes | /Demangler/<lambda_01a7098693036236037e7cdb9bca3d73>
facet * | locale | 8 bytes | /Demangler/std/locale/facet *
facet * * | locale | 8 bytes | /Demangler/std/locale/facet * *
FARPROC | windef.h | 8 bytes | /WinDef.h/FARPROC
FARPROC | functions | variable bytes | /WinDef.h/functions/FARPROC
FARPROC * | functions | 8 bytes | /WinDef.h/functions/FARPROC *
fd_set | winsock.h | 520 bytes | /winsock.h/fd_set
fd_set * | winsock.h | 8 bytes | /winsock.h/fd_set *
FILE | mbstring.h | 48 bytes | /mbstring.h/FILE
FILE * | mbstring.h | 8 bytes | /mbstring.h/FILE *
FILE * * | mbstring.h | 8 bytes | /mbstring.h/FILE * *
file_options | _anon_a9d50aae | 1 bytes | /Demangler/_anon_A9D50AAE/file_options
FILETIME | windef.h | 8 bytes | /WinDef.h/FILETIME
FILETIME * | windef.h | 8 bytes | /WinDef.h/FILETIME *
FINDEX_INFO_LEVELS | winbase.h | 4 bytes | /winbase.h/FINDEX_INFO_LEVELS
FINDEX_SEARCH_OPS | winbase.h | 4 bytes | /winbase.h/FINDEX_SEARCH_OPS
FLOAT | windef.h | 4 bytes | /WinDef.h/FLOAT
FLOAT * | windef.h | 8 bytes | /WinDef.h/FLOAT *
float | builtin | 4 bytes | /float
float * | builtin | 8 bytes | /float *
float * * | builtin | 8 bytes | /float * *
floating_point_parse_result | __crt_strtox | 4 bytes | /Demangler/__crt_strtox/floating_point_parse_result
floating_point_string | __crt_strtox | 1 bytes | /Demangler/__crt_strtox/floating_point_string
floating_point_string * | __crt_strtox | 8 bytes | /Demangler/__crt_strtox/floating_point_string *
floating_point_value | __crt_strtox | 1 bytes | /Demangler/__crt_strtox/floating_point_value
floating_point_value * | __crt_strtox | 8 bytes | /Demangler/__crt_strtox/floating_point_value *
FOCUS_EVENT_RECORD | wincon.h | 4 bytes | /wincon.h/FOCUS_EVENT_RECORD
FONTENUMPROCA | wingdi.h | 8 bytes | /wingdi.h/FONTENUMPROCA
format_string_parser<char> | __crt_stdio_input | 1 bytes | /Demangler/__crt_stdio_input/format_string_parser<char>
fpos_t | stdio.h | 8 bytes | /stdio.h/fpos_t
fpos_t * | stdio.h | 8 bytes | /stdio.h/fpos_t *
FrameResult | renoir | 1 bytes | /Demangler/renoir/FrameResult
FrameResult * | renoir | 8 bytes | /Demangler/renoir/FrameResult *
FreeThreadProxy | details | 1 bytes | /Demangler/Concurrency/details/FreeThreadProxy
FUNCDESC | oaidl.h | 88 bytes | /oaidl.h/FUNCDESC
FUNCDESC * | oaidl.h | 8 bytes | /oaidl.h/FUNCDESC *
FUNCDESC * * | oaidl.h | 8 bytes | /oaidl.h/FUNCDESC * *
FuncInfo | builtin | 40 bytes | /FuncInfo
FuncInfo4 | fh4 | 1 bytes | /Demangler/FH4/FuncInfo4
FuncInfo4 * | fh4 | 8 bytes | /Demangler/FH4/FuncInfo4 *
FUNCKIND | oaidl.h | 4 bytes | /oaidl.h/FUNCKIND
GET_FILEEX_INFO_LEVELS | winbase.h | 4 bytes | /winbase.h/GET_FILEEX_INFO_LEVELS
GroupIconResource | builtin | variable bytes | /GroupIconResource
GUID | builtin | 16 bytes | /GUID
GUID | guiddef.h | 16 bytes | /guiddef.h/GUID
GUID * | guiddef.h | 8 bytes | /guiddef.h/GUID *
HANDLE | winnt.h | 8 bytes | /winnt.h/HANDLE
HANDLE * | winnt.h | 8 bytes | /winnt.h/HANDLE *
HandlerMap4 | fh4 | 1 bytes | /Demangler/FH4/HandlerMap4
HandlerType4 | fh4 | 1 bytes | /Demangler/FH4/HandlerType4
HandlerType4 * | fh4 | 8 bytes | /Demangler/FH4/HandlerType4 *
HBRUSH | windef.h | 8 bytes | /WinDef.h/HBRUSH
HBRUSH__ | windef.h | 4 bytes | /WinDef.h/HBRUSH__
HBRUSH__ * | windef.h | 8 bytes | /WinDef.h/HBRUSH__ *
HCRYPTPROV | wincrypt.h | 8 bytes | /wincrypt.h/HCRYPTPROV
HCRYPTPROV * | wincrypt.h | 8 bytes | /wincrypt.h/HCRYPTPROV *
HCURSOR | windef.h | 8 bytes | /WinDef.h/HCURSOR
HDC | windef.h | 8 bytes | /WinDef.h/HDC
HDC__ | windef.h | 4 bytes | /WinDef.h/HDC__
HDC__ * | windef.h | 8 bytes | /WinDef.h/HDC__ *
HFILE | windef.h | 4 bytes | /WinDef.h/HFILE
HGDIOBJ | windef.h | 8 bytes | /WinDef.h/HGDIOBJ
HGLOBAL | windef.h | 8 bytes | /WinDef.h/HGLOBAL
HICON | windef.h | 8 bytes | /WinDef.h/HICON
HICON__ | windef.h | 4 bytes | /WinDef.h/HICON__
HICON__ * | windef.h | 8 bytes | /WinDef.h/HICON__ *
HIMC | imm.h | 8 bytes | /imm.h/HIMC
HIMC__ | imm.h | 4 bytes | /imm.h/HIMC__
HIMC__ * | imm.h | 8 bytes | /imm.h/HIMC__ *
HINSTANCE | windef.h | 8 bytes | /WinDef.h/HINSTANCE
HINSTANCE__ | windef.h | 4 bytes | /WinDef.h/HINSTANCE__
HINSTANCE__ * | windef.h | 8 bytes | /WinDef.h/HINSTANCE__ *
HKEY | windef.h | 8 bytes | /WinDef.h/HKEY
HKEY * | windef.h | 8 bytes | /WinDef.h/HKEY *
HKEY__ | windef.h | 4 bytes | /WinDef.h/HKEY__
HKEY__ * | windef.h | 8 bytes | /WinDef.h/HKEY__ *
HKL | windef.h | 8 bytes | /WinDef.h/HKL
HKL__ | windef.h | 4 bytes | /WinDef.h/HKL__
HKL__ * | windef.h | 8 bytes | /WinDef.h/HKL__ *
HLOCAL | windef.h | 8 bytes | /WinDef.h/HLOCAL
HMENU | windef.h | 8 bytes | /WinDef.h/HMENU
HMENU__ | windef.h | 4 bytes | /WinDef.h/HMENU__
HMENU__ * | windef.h | 8 bytes | /WinDef.h/HMENU__ *
HMODULE | windef.h | 8 bytes | /WinDef.h/HMODULE
HMODULE * | windef.h | 8 bytes | /WinDef.h/HMODULE *
HMONITOR | windef.h | 8 bytes | /WinDef.h/HMONITOR
HMONITOR__ | windef.h | 4 bytes | /WinDef.h/HMONITOR__
HMONITOR__ * | windef.h | 8 bytes | /WinDef.h/HMONITOR__ *
hostent | winsock.h | 32 bytes | /winsock.h/hostent
hostent * | winsock.h | 8 bytes | /winsock.h/hostent *
HREFTYPE | oaidl.h | 4 bytes | /oaidl.h/HREFTYPE
HREFTYPE * | oaidl.h | 8 bytes | /oaidl.h/HREFTYPE *
HRESULT | winnt.h | 4 bytes | /winnt.h/HRESULT
HWINSTA | windef.h | 8 bytes | /WinDef.h/HWINSTA
HWINSTA__ | windef.h | 4 bytes | /WinDef.h/HWINSTA__
HWINSTA__ * | windef.h | 8 bytes | /WinDef.h/HWINSTA__ *
HWND | windef.h | 8 bytes | /WinDef.h/HWND
HWND__ | windef.h | 4 bytes | /WinDef.h/HWND__
HWND__ * | windef.h | 8 bytes | /WinDef.h/HWND__ *
IAllocator | cohtml | 1 bytes | /Demangler/cohtml/IAllocator
IAsyncResourceHandler | cohtml | 1 bytes | /Demangler/cohtml/IAsyncResourceHandler
IBindCtx | objidl.h | 8 bytes | /objidl.h/IBindCtx
IBindCtx * | objidl.h | 8 bytes | /objidl.h/IBindCtx *
IBindCtxVtbl | objidl.h | 104 bytes | /objidl.h/IBindCtxVtbl
IBindCtxVtbl * | objidl.h | 8 bytes | /objidl.h/IBindCtxVtbl *
IClientSideSocket | cohtml | 1 bytes | /Demangler/cohtml/IClientSideSocket
IClientSideSocket * | cohtml | 8 bytes | /Demangler/cohtml/IClientSideSocket *
IClipboardData | iviewlistener | 1 bytes | /Demangler/cohtml/IViewListener/IClipboardData
IClipboardData * | iviewlistener | 8 bytes | /Demangler/cohtml/IViewListener/IClipboardData *
IconResource | builtin | variable bytes | /IconResource
IDispatch | oaidl.h | 8 bytes | /oaidl.h/IDispatch
IDispatch * | oaidl.h | 8 bytes | /oaidl.h/IDispatch *
IDispatch * * | oaidl.h | 8 bytes | /oaidl.h/IDispatch * *
IDispatchVtbl | oaidl.h | 56 bytes | /oaidl.h/IDispatchVtbl
IDispatchVtbl * | oaidl.h | 8 bytes | /oaidl.h/IDispatchVtbl *
IDLDESC | oaidl.h | 16 bytes | /oaidl.h/IDLDESC
IEnumIDList | shobjidl.h | 8 bytes | /shobjidl.h/IEnumIDList
IEnumIDList * | shobjidl.h | 8 bytes | /shobjidl.h/IEnumIDList *
IEnumIDList * * | shobjidl.h | 8 bytes | /shobjidl.h/IEnumIDList * *
IEnumIDListVtbl | shobjidl.h | 56 bytes | /shobjidl.h/IEnumIDListVtbl
IEnumIDListVtbl * | shobjidl.h | 8 bytes | /shobjidl.h/IEnumIDListVtbl *
IEnumMoniker | objidl.h | 8 bytes | /objidl.h/IEnumMoniker
IEnumMoniker * | objidl.h | 8 bytes | /objidl.h/IEnumMoniker *
IEnumMoniker * * | objidl.h | 8 bytes | /objidl.h/IEnumMoniker * *
IEnumMonikerVtbl | objidl.h | 56 bytes | /objidl.h/IEnumMonikerVtbl
IEnumMonikerVtbl * | objidl.h | 8 bytes | /objidl.h/IEnumMonikerVtbl *
IEnumString | objidl.h | 8 bytes | /objidl.h/IEnumString
IEnumString * | objidl.h | 8 bytes | /objidl.h/IEnumString *
IEnumString * * | objidl.h | 8 bytes | /objidl.h/IEnumString * *
IEnumStringVtbl | objidl.h | 56 bytes | /objidl.h/IEnumStringVtbl
IEnumStringVtbl * | objidl.h | 8 bytes | /objidl.h/IEnumStringVtbl *
IErrorInfo | demangler | 1 bytes | /Demangler/IErrorInfo
IErrorInfo * | demangler | 8 bytes | /Demangler/IErrorInfo *
IID | guiddef.h | 16 bytes | /guiddef.h/IID
IID * | guiddef.h | 8 bytes | /guiddef.h/IID *
ILogHandler | logging | 1 bytes | /Demangler/cohtml/Logging/ILogHandler
IMAGE_DATA_DIRECTORY | pe | 8 bytes | /PE/IMAGE_DATA_DIRECTORY
IMAGE_DATA_DIRECTORY[16] | pe | 128 bytes | /PE/IMAGE_DATA_DIRECTORY[16]
IMAGE_DEBUG_DIRECTORY | pe | 28 bytes | /PE/IMAGE_DEBUG_DIRECTORY
IMAGE_DOS_HEADER | dos | 128 bytes | /DOS/IMAGE_DOS_HEADER
IMAGE_FILE_HEADER | pe | 20 bytes | /PE/IMAGE_FILE_HEADER
IMAGE_GUARD_FLAGS | pe | 4 bytes | /PE/IMAGE_GUARD_FLAGS
IMAGE_LOAD_CONFIG_CODE_INTEGRITY | pe | 12 bytes | /PE/IMAGE_LOAD_CONFIG_CODE_INTEGRITY
IMAGE_LOAD_CONFIG_DIRECTORY64 | pe | 256 bytes | /PE/IMAGE_LOAD_CONFIG_DIRECTORY64
IMAGE_NT_HEADERS64 | pe | 264 bytes | /PE/IMAGE_NT_HEADERS64
IMAGE_OPTIONAL_HEADER64 | pe | 240 bytes | /PE/IMAGE_OPTIONAL_HEADER64
IMAGE_RESOURCE_DATA_ENTRY | pe | 16 bytes | /PE/IMAGE_RESOURCE_DATA_ENTRY
IMAGE_RESOURCE_DIRECTORY | pe | 16 bytes | /PE/IMAGE_RESOURCE_DIRECTORY
IMAGE_RESOURCE_DIRECTORY_ENTRY | pe | 8 bytes | /PE/IMAGE_RESOURCE_DIRECTORY_ENTRY
IMAGE_RESOURCE_DIRECTORY_ENTRY_DirectoryStruct | builtin | 8 bytes | /IMAGE_RESOURCE_DIRECTORY_ENTRY_DirectoryStruct
IMAGE_RESOURCE_DIRECTORY_ENTRY_DirectoryUnion | builtin | 8 bytes | /IMAGE_RESOURCE_DIRECTORY_ENTRY_DirectoryUnion
IMAGE_RESOURCE_DIRECTORY_ENTRY_NameStruct | pe | 8 bytes | /PE/IMAGE_RESOURCE_DIRECTORY_ENTRY_NameStruct
IMAGE_RESOURCE_DIRECTORY_ENTRY_NameUnion | pe | 8 bytes | /PE/IMAGE_RESOURCE_DIRECTORY_ENTRY_NameUnion
IMAGE_RICH_HEADER | builtin | variable bytes | /IMAGE_RICH_HEADER
IMAGE_SECTION_HEADER | pe | 40 bytes | /PE/IMAGE_SECTION_HEADER
IMAGE_THUNK_DATA64 | pe | 40 bytes | /PE/IMAGE_THUNK_DATA64
ImageBaseOffset32 | builtin | 4 bytes | /ImageBaseOffset32
ImageDecodeResult | renoir | 4 bytes | /Demangler/renoir/ImageDecodeResult
ImageInfo | renoir | 1 bytes | /Demangler/renoir/ImageInfo
ImageInfo * | renoir | 8 bytes | /Demangler/renoir/ImageInfo *
IMalloc | objidl.h | 8 bytes | /objidl.h/IMalloc
IMalloc * | objidl.h | 8 bytes | /objidl.h/IMalloc *
IMalloc * * | objidl.h | 8 bytes | /objidl.h/IMalloc * *
IMallocVtbl | objidl.h | 72 bytes | /objidl.h/IMallocVtbl
IMallocVtbl * | objidl.h | 8 bytes | /objidl.h/IMallocVtbl *
IMoniker | objidl.h | 8 bytes | /objidl.h/IMoniker
IMoniker * | objidl.h | 8 bytes | /objidl.h/IMoniker *
IMoniker * * | objidl.h | 8 bytes | /objidl.h/IMoniker * *
IMonikerVtbl | objidl.h | 184 bytes | /objidl.h/IMonikerVtbl
IMonikerVtbl * | objidl.h | 8 bytes | /objidl.h/IMonikerVtbl *
INodeProxy | cohtml | 1 bytes | /Demangler/cohtml/INodeProxy
INodeProxy * | cohtml | 8 bytes | /Demangler/cohtml/INodeProxy *
input_adapter_character_source<class___crt_stdio_input::string_input_adapter<char>_> | __crt_strtox | 1 bytes | /Demangler/__crt_strtox/input_adapter_character_source<class___crt_stdio_input::string_input_adapter<char>_>
input_processor<char,class___crt_stdio_input::stream_input_adapter<char>_> | __crt_stdio_input | 1 bytes | /Demangler/__crt_stdio_input/input_processor<char,class___crt_stdio_input::stream_input_adapter<char>_>
input_processor<char,class___crt_stdio_input::string_input_adapter<char>_> | __crt_stdio_input | 1 bytes | /Demangler/__crt_stdio_input/input_processor<char,class___crt_stdio_input::string_input_adapter<char>_>
INT | windef.h | 4 bytes | /WinDef.h/INT
INT * | windef.h | 8 bytes | /WinDef.h/INT *
int | builtin | 4 bytes | /int
int * | builtin | 8 bytes | /int *
INT_PTR | basetsd.h | 8 bytes | /basetsd.h/INT_PTR
InterceptRequestStatus | cohtml | 4 bytes | /Demangler/cohtml/InterceptRequestStatus
INVOKEKIND | oaidl.h | 4 bytes | /oaidl.h/INVOKEKIND
ios_base | std | 1 bytes | /Demangler/std/ios_base
ios_base * | std | 8 bytes | /Demangler/std/ios_base *
IPToStateMapEntry | builtin | 8 bytes | /IPToStateMapEntry
IRecordInfo | oaidl.h | 8 bytes | /oaidl.h/IRecordInfo
IRecordInfo * | oaidl.h | 8 bytes | /oaidl.h/IRecordInfo *
IRecordInfoVtbl | oaidl.h | 152 bytes | /oaidl.h/IRecordInfoVtbl
IRecordInfoVtbl * | oaidl.h | 8 bytes | /oaidl.h/IRecordInfoVtbl *
IRunningObjectTable | objidl.h | 8 bytes | /objidl.h/IRunningObjectTable
IRunningObjectTable * | objidl.h | 8 bytes | /objidl.h/IRunningObjectTable *
IRunningObjectTable * * | objidl.h | 8 bytes | /objidl.h/IRunningObjectTable * *
IRunningObjectTableVtbl | objidl.h | 80 bytes | /objidl.h/IRunningObjectTableVtbl
IRunningObjectTableVtbl * | objidl.h | 8 bytes | /objidl.h/IRunningObjectTableVtbl *
IShellFolder | shobjidl.h | 8 bytes | /shobjidl.h/IShellFolder
IShellFolder * | shobjidl.h | 8 bytes | /shobjidl.h/IShellFolder *
IShellFolder * * | shobjidl.h | 8 bytes | /shobjidl.h/IShellFolder * *
IShellFolderVtbl | shobjidl.h | 104 bytes | /shobjidl.h/IShellFolderVtbl
IShellFolderVtbl * | shobjidl.h | 8 bytes | /shobjidl.h/IShellFolderVtbl *
ISocketListener | cohtml | 1 bytes | /Demangler/cohtml/ISocketListener
ISocketListener * | cohtml | 8 bytes | /Demangler/cohtml/ISocketListener *
IStream | objidl.h | 8 bytes | /objidl.h/IStream
IStream * | objidl.h | 8 bytes | /objidl.h/IStream *
IStream * * | objidl.h | 8 bytes | /objidl.h/IStream * *
istreambuf_iterator<char,struct_std::char_traits<char>_> | std | 1 bytes | /Demangler/std/istreambuf_iterator<char,struct_std::char_traits<char>_>
istreambuf_iterator<char,struct_std::char_traits<char>_> * | std | 8 bytes | /Demangler/std/istreambuf_iterator<char,struct_std::char_traits<char>_> *
IStreamVtbl | objidl.h | 112 bytes | /objidl.h/IStreamVtbl
IStreamVtbl * | objidl.h | 8 bytes | /objidl.h/IStreamVtbl *
ISyncStreamReader | cohtml | 1 bytes | /Demangler/cohtml/ISyncStreamReader
ITEMIDLIST | shtypes.h | 3 bytes | /shtypes.h/ITEMIDLIST
ITEMIDLIST * | shtypes.h | 8 bytes | /shtypes.h/ITEMIDLIST *
iterator | uwmap4 | 1 bytes | /Demangler/FH4/UWMap4/iterator
iterator * | uwmap4 | 8 bytes | /Demangler/FH4/UWMap4/iterator *
ITypeComp | oaidl.h | 8 bytes | /oaidl.h/ITypeComp
ITypeComp * | oaidl.h | 8 bytes | /oaidl.h/ITypeComp *
ITypeComp * * | oaidl.h | 8 bytes | /oaidl.h/ITypeComp * *
ITypeCompVtbl | oaidl.h | 40 bytes | /oaidl.h/ITypeCompVtbl
ITypeCompVtbl * | oaidl.h | 8 bytes | /oaidl.h/ITypeCompVtbl *
ITypeInfo | oaidl.h | 8 bytes | /oaidl.h/ITypeInfo
ITypeInfo * | oaidl.h | 8 bytes | /oaidl.h/ITypeInfo *
ITypeInfo * * | oaidl.h | 8 bytes | /oaidl.h/ITypeInfo * *
ITypeInfoVtbl | oaidl.h | 176 bytes | /oaidl.h/ITypeInfoVtbl
ITypeInfoVtbl * | oaidl.h | 8 bytes | /oaidl.h/ITypeInfoVtbl *
ITypeLib | oaidl.h | 8 bytes | /oaidl.h/ITypeLib
ITypeLib * | oaidl.h | 8 bytes | /oaidl.h/ITypeLib *
ITypeLib * * | oaidl.h | 8 bytes | /oaidl.h/ITypeLib * *
ITypeLibVtbl | oaidl.h | 104 bytes | /oaidl.h/ITypeLibVtbl
ITypeLibVtbl * | oaidl.h | 8 bytes | /oaidl.h/ITypeLibVtbl *
IUnknown | unknwn.h | 8 bytes | /unknwn.h/IUnknown
IUnknown * | unknwn.h | 8 bytes | /unknwn.h/IUnknown *
IUnknown * * | unknwn.h | 8 bytes | /unknwn.h/IUnknown * *
IUnknownVtbl | unknwn.h | 24 bytes | /unknwn.h/IUnknownVtbl
IUnknownVtbl * | unknwn.h | 8 bytes | /unknwn.h/IUnknownVtbl *
IViewListener | cohtml | 1 bytes | /Demangler/cohtml/IViewListener
KEY_EVENT_RECORD | wincon.h | 16 bytes | /wincon.h/KEY_EVENT_RECORD
KeyEventData | cohtml | 1 bytes | /Demangler/cohtml/KeyEventData
KeyEventData * | cohtml | 8 bytes | /Demangler/cohtml/KeyEventData *
LARGE_INTEGER | winnt.h | 8 bytes | /winnt.h/LARGE_INTEGER
LARGE_INTEGER * | winnt.h | 8 bytes | /winnt.h/LARGE_INTEGER *
LCID | winnt.h | 4 bytes | /winnt.h/LCID
lconv | crtdefs.h | 152 bytes | /crtdefs.h/lconv
lconv * | crtdefs.h | 8 bytes | /crtdefs.h/lconv *
LCTYPE | winnls.h | 4 bytes | /winnls.h/LCTYPE
length_modifier | __crt_stdio_output | 4 bytes | /Demangler/__crt_stdio_output/length_modifier
Library | cohtml | 1 bytes | /Demangler/cohtml/Library
Library * | cohtml | 8 bytes | /Demangler/cohtml/Library *
LibraryParams | cohtml | 1 bytes | /Demangler/cohtml/LibraryParams
LibraryParams * | cohtml | 8 bytes | /Demangler/cohtml/LibraryParams *
LIST_ENTRY | winnt.h | 16 bytes | /winnt.h/LIST_ENTRY
locale | std | 1 bytes | /Demangler/std/locale
locale * | std | 8 bytes | /Demangler/std/locale *
LOCALE_ENUMPROCW | winnls.h | 8 bytes | /winnls.h/LOCALE_ENUMPROCW
LOCALE_ENUMPROCW | functions | variable bytes | /winnls.h/functions/LOCALE_ENUMPROCW
LOCALE_ENUMPROCW * | functions | 8 bytes | /winnls.h/functions/LOCALE_ENUMPROCW *
localeinfo_struct | crtdefs.h | 16 bytes | /crtdefs.h/localeinfo_struct
localeinfo_struct * | crtdefs.h | 8 bytes | /crtdefs.h/localeinfo_struct *
localerefcount | crtdefs.h | 32 bytes | /crtdefs.h/localerefcount
locrefcount | crtdefs.h | 32 bytes | /crtdefs.h/locrefcount
locrefcount[6] | crtdefs.h | 192 bytes | /crtdefs.h/locrefcount[6]
LOGFONTA | wingdi.h | 60 bytes | /wingdi.h/LOGFONTA
LOGFONTA * | wingdi.h | 8 bytes | /wingdi.h/LOGFONTA *
LONG | winnt.h | 4 bytes | /winnt.h/LONG
LONG * | winnt.h | 8 bytes | /winnt.h/LONG *
long | builtin | 4 bytes | /long
long * | builtin | 8 bytes | /long *
LONG_PTR | basetsd.h | 8 bytes | /basetsd.h/LONG_PTR
LONGLONG | winnt.h | 8 bytes | /winnt.h/LONGLONG
LONGLONG * | winnt.h | 8 bytes | /winnt.h/LONGLONG *
longlong | builtin | 8 bytes | /longlong
LPARAM | windef.h | 8 bytes | /WinDef.h/LPARAM
LPBOOL | windef.h | 8 bytes | /WinDef.h/LPBOOL
LPBY_HANDLE_FILE_INFORMATION | winbase.h | 8 bytes | /winbase.h/LPBY_HANDLE_FILE_INFORMATION
LPBYTE | windef.h | 8 bytes | /WinDef.h/LPBYTE
LPCITEMIDLIST | shtypes.h | 8 bytes | /shtypes.h/LPCITEMIDLIST
LPCITEMIDLIST * | shtypes.h | 8 bytes | /shtypes.h/LPCITEMIDLIST *
LPCOLESTR | wtypes.h | 8 bytes | /wtypes.h/LPCOLESTR
LPCOMPOSITIONFORM | imm.h | 8 bytes | /imm.h/LPCOMPOSITIONFORM
LPCPINFO | winnls.h | 8 bytes | /winnls.h/LPCPINFO
LPCRITICAL_SECTION | winbase.h | 8 bytes | /winbase.h/LPCRITICAL_SECTION
LPCSTR | winnt.h | 8 bytes | /winnt.h/LPCSTR
LPCVOID | windef.h | 8 bytes | /WinDef.h/LPCVOID
LPCWSTR | winnt.h | 8 bytes | /winnt.h/LPCWSTR
LPCWSTR * | winnt.h | 8 bytes | /winnt.h/LPCWSTR *
LPDWORD | windef.h | 8 bytes | /WinDef.h/LPDWORD
LPFILETIME | windef.h | 8 bytes | /WinDef.h/LPFILETIME
LPITEMIDLIST | shtypes.h | 8 bytes | /shtypes.h/LPITEMIDLIST
LPITEMIDLIST * | shtypes.h | 8 bytes | /shtypes.h/LPITEMIDLIST *
LPLOGFONTA | wingdi.h | 8 bytes | /wingdi.h/LPLOGFONTA
LPLONG | windef.h | 8 bytes | /WinDef.h/LPLONG
LPMEMORYSTATUS | winbase.h | 8 bytes | /winbase.h/LPMEMORYSTATUS
LPMEMORYSTATUSEX | winbase.h | 8 bytes | /winbase.h/LPMEMORYSTATUSEX
LPMONITORINFO | winuser.h | 8 bytes | /winuser.h/LPMONITORINFO
LPMSG | winuser.h | 8 bytes | /winuser.h/LPMSG
LPNLSVERSIONINFO | winnls.h | 8 bytes | /winnls.h/LPNLSVERSIONINFO
LPOFSTRUCT | winbase.h | 8 bytes | /winbase.h/LPOFSTRUCT
LPOLESTR | wtypes.h | 8 bytes | /wtypes.h/LPOLESTR
LPOLESTR * | wtypes.h | 8 bytes | /wtypes.h/LPOLESTR *
LPOSVERSIONINFOEXW | winnt.h | 8 bytes | /winnt.h/LPOSVERSIONINFOEXW
LPOSVERSIONINFOW | winnt.h | 8 bytes | /winnt.h/LPOSVERSIONINFOW
LPOVERLAPPED | winbase.h | 8 bytes | /winbase.h/LPOVERLAPPED
LPPARAMDESCEX | oaidl.h | 8 bytes | /oaidl.h/LPPARAMDESCEX
LPPOINT | windef.h | 8 bytes | /WinDef.h/LPPOINT
LPRECT | windef.h | 8 bytes | /WinDef.h/LPRECT
LPSECURITY_ATTRIBUTES | winbase.h | 8 bytes | /winbase.h/LPSECURITY_ATTRIBUTES
LPSTARTUPINFOA | winbase.h | 8 bytes | /winbase.h/LPSTARTUPINFOA
LPSTARTUPINFOW | winbase.h | 8 bytes | /winbase.h/LPSTARTUPINFOW
LPSTR | winnt.h | 8 bytes | /winnt.h/LPSTR
LPSTR * | winnt.h | 8 bytes | /winnt.h/LPSTR *
LPSYSTEM_INFO | winbase.h | 8 bytes | /winbase.h/LPSYSTEM_INFO
LPSYSTEMTIME | winbase.h | 8 bytes | /winbase.h/LPSYSTEMTIME
LPTHREAD_START_ROUTINE | winbase.h | 8 bytes | /winbase.h/LPTHREAD_START_ROUTINE
LPTIME_ZONE_INFORMATION | winbase.h | 8 bytes | /winbase.h/LPTIME_ZONE_INFORMATION
LPTOP_LEVEL_EXCEPTION_FILTER | winbase.h | 8 bytes | /winbase.h/LPTOP_LEVEL_EXCEPTION_FILTER
LPTRACKMOUSEEVENT | winuser.h | 8 bytes | /winuser.h/LPTRACKMOUSEEVENT
LPUNKNOWN | unknwn.h | 8 bytes | /unknwn.h/LPUNKNOWN
LPVOID | windef.h | 8 bytes | /WinDef.h/LPVOID
LPVOID * | windef.h | 8 bytes | /WinDef.h/LPVOID *
LPWCH | winnt.h | 8 bytes | /winnt.h/LPWCH
LPWIN32_FIND_DATAA | winbase.h | 8 bytes | /winbase.h/LPWIN32_FIND_DATAA
LPWIN32_FIND_DATAW | winbase.h | 8 bytes | /winbase.h/LPWIN32_FIND_DATAW
LPWORD | windef.h | 8 bytes | /WinDef.h/LPWORD
LPWSADATA | winsock.h | 8 bytes | /winsock.h/LPWSADATA
LPWSTR | winnt.h | 8 bytes | /winnt.h/LPWSTR
LPWSTR * | winnt.h | 8 bytes | /winnt.h/LPWSTR *
LRESULT | windef.h | 8 bytes | /WinDef.h/LRESULT
LSTATUS | winreg.h | 4 bytes | /winreg.h/LSTATUS
M128A | winnt.h | 16 bytes | /winnt.h/M128A
M128A[16] | winnt.h | 256 bytes | /winnt.h/M128A[16]
M128A[26] | winnt.h | 416 bytes | /winnt.h/M128A[26]
M128A[2] | winnt.h | 32 bytes | /winnt.h/M128A[2]
M128A[8] | winnt.h | 128 bytes | /winnt.h/M128A[8]
mbstate_t | wchar.h | 4 bytes | /wchar.h/mbstate_t
mbstate_t * | wchar.h | 8 bytes | /wchar.h/mbstate_t *
MCIERROR | mmsystem.h | 4 bytes | /mmsystem.h/MCIERROR
MEMBERID | oaidl.h | 4 bytes | /oaidl.h/MEMBERID
MEMBERID * | oaidl.h | 8 bytes | /oaidl.h/MEMBERID *
MENU_EVENT_RECORD | wincon.h | 4 bytes | /wincon.h/MENU_EVENT_RECORD
Misc | pe | 4 bytes | /PE/Misc
moneypunct<char,0> | std | 1 bytes | /Demangler/std/moneypunct<char,0>
moneypunct<char,0> * | std | 8 bytes | /Demangler/std/moneypunct<char,0> *
moneypunct<char,1> | std | 1 bytes | /Demangler/std/moneypunct<char,1>
moneypunct<char,1> * | std | 8 bytes | /Demangler/std/moneypunct<char,1> *
MOUSE_EVENT_RECORD | wincon.h | 16 bytes | /wincon.h/MOUSE_EVENT_RECORD
MouseEventData | cohtml | 1 bytes | /Demangler/cohtml/MouseEventData
MouseEventData * | cohtml | 8 bytes | /Demangler/cohtml/MouseEventData *
MSG | winuser.h | 48 bytes | /winuser.h/MSG
MSG * | winuser.h | 8 bytes | /winuser.h/MSG *
numpunct<char> | std | 1 bytes | /std/numpunct<char>
numpunct<unsigned_short> | std | 1 bytes | /std/numpunct<unsigned_short>
OLDFONTENUMPROCA | wingdi.h | 8 bytes | /wingdi.h/OLDFONTENUMPROCA
OLDFONTENUMPROCA | functions | variable bytes | /wingdi.h/functions/OLDFONTENUMPROCA
